SRR23199438	SRR23199439	SRR23199440	SRR23199441	SRR23199442	SRR23199443	SRR23199444	SRR23199445	SRR23199446	SRR23199447	SRR23199448	SRR23199449
1.08746	1.18557	0.650614	1.45848	1.3462	0.692188	2.23053	1.93641	1.68761	3.00396	2.6583	3.2775
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
49.9091	64.3845	64.1686	8.0745	7.72959	5.68197	13.5494	26.255	18.1019	18.3687	20.5664	17.4505
0.607289	0	0.709894	0.701138	2.69033	1.40246	0.721875	0	0.616191	3.23836	2.15603	1.83113
150.729	117.048	162.309	232.247	222.687	267.053	546.662	472.687	595.498	728.964	755.89	706.54
57.9379	53.4404	19.0627	12.7077	11.5879	53.9943	59.8487	62.6924	32.2588	28.5357	0	8.33416
0	0	0	0	0	0	0	0	0	0	0	0
198.809	205.652	200.389	248.701	323.017	221.184	253.65	208.543	220.481	328.778	322.583	254.849
0	0	0	0	0	0	0	0	0	0	0	0
1888.2	2345.39	2183.6	2177.26	2196.92	2400.43	1831.31	1656.49	1737.06	1955.06	1776.86	1804.01
106.137	160.245	45.7251	237.964	144.483	152.794	108.962	196.309	238.939	243.977	119.057	181.922
1415.37	807.973	938.102	1155.45	723.361	1493.13	1319.17	1363.64	1326.56	996.797	1187.75	1168.2
0	1.02482	1.14589	0	2.08597	0	3.10614	0	0	0	1.08744	0
0	0	0	0	0	0	0	0	0	0	0	0
83.191	71.7792	83.4059	110.668	79.4388	82.022	107.872	85.8774	61.9171	88.6108	37.4447	94.8081
54.2389	57.0705	48.3438	17.0307	18.4623	15.5973	683.102	791.815	655.515	91.7409	95.8025	125.038
1	1	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
142.596	102.845	114.209	246.75	307.024	283.083	15.2923	12.652	41.0828	31.0283	44.9261	50.656
884.586	964.597	927	869	739	795	902.668	899.865	925.645	798	740.538	742
0	24.5039	0	0	0	0	0	0	0	4.81996	0	0
3	8	1	1	1	1	3	4	7	2	2	3
89.4262	94.0581	0.0331709	29.9213	105.727	69.4712	50.9227	93.9869	50.8744	140.649	92.5577	121.668
1031.7	1189.28	1007.96	1681.36	1871.18	1710.63	1350.85	1334.18	1354.73	1706.96	1779.58	1749.23
0	0	0	0	0	0	0	0	0	0	0	0
110.726	0.00149787	0.00073597	200.108	0.00151062	333.418	112.492	112.843	0.0136214	223.481	0.0216355	0.0785247
686.114	729.187	663.056	943	914.615	921.541	870.7	907.348	890.769	971.936	979.311	850.835
1758.54	2067.5	1957.15	1556.51	1774.92	1433.27	2396.76	2238.41	2066.24	1632.63	1493.03	1450.75
0	1	0	0	0	0	0	0	0	0	0	0
4.86769	7.1531	6.90293	6.08542	0	7.9863	27.9705	7.6694	12.4403	10.4462	15.4207	23.0475
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.29946	0	0	0	0	0	3.38999	0
2	2	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6.61559	2.10483	0	0	4.44615	0	0	0	0
0	1.02187	1.99813	0.99705	0	1.00064	0	3.02722	0	0.996683	0.99829	0
9.41766	4.3677	10.9675	7.47504	2.00617	4.02623	5.46858	3.02953	1.58836	2.07187	1.07917	4.3972
4.03196	5.35978	6.67461	15.5419	13.6416	15.4086	6.71905	12.2268	7.53205	24.2137	16.568	12.8039
0	0.5	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.97449e-08	0	0	0	1.84569e-07	4.53019e-07	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
37.6563	29.4733	23.8377	17	17.7741	23.3433	29.3815	30.4139	21.634	24.6855	28.4478	23.4488
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
157.762	224.361	143.744	208.982	138.037	238.98	378.831	320.391	253.592	282.186	291.957	357.56
0	0	0	0	0	0	0	0	0	0	0	0
566.61	508.457	442.14	696.59	815.26	797.317	648.966	650.755	638.802	793.218	722.009	729.146
5839.26	6807	6610.52	8812.42	9058.61	10005.5	7129.42	6704.73	7442.55	9676.48	9107.26	8801.25
0	0	0	1	0.452649	0	0	0	0	0	1.00006	1.00007
234.481	167.064	170.688	229.54	205.834	251.915	235.026	216.886	232.585	254.728	242.345	247.982
2	0	1	0	1	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	2	1	0	0
1244.34	1394.11	1411.74	1218.39	1665.85	1579.84	1513.6	1438.88	1730.21	1459.65	1625.13	1732.58
0	2	0	1.00071	0	1	1	0	0	0	0	0
23.7593	30.9795	0	75.6307	39.3621	34.028	18.1182	20.1478	0	14.8479	13.6349	24.8655
408.415	389.222	393.574	442.198	557.105	507.655	419.244	576.326	378.94	444.233	647.651	691.178
38.0062	64.4011	47.4659	52.678	43.985	54.2478	79.9224	36.6392	45.0898	44.9972	69.9352	51.8548
3.3661	7	5	0	0	4	6	4	3	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0
41.2686	53.4969	73.5826	48.4801	18.0152	38.2654	63.9102	27.6754	53.3142	63.3128	41.0957	59.2437
486	503	435	531	483	493	494	480	461	405	316	375
0	0	0	0	0	0	0	0	0	0	0	0
31.4105	22.7956	25.9051	25.779	27.7373	3.56251	46.0549	31.9551	10.5592	11.9126	8.23021	10.7698
0	2.00041	1.00049	0	0	2.00131	1.00073	0	2.00209	1.00054	0	1.00084
23.9626	22.9689	15.6597	9.8318	8.11523	10.6382	13.2251	8.46827	11.5677	2.49444	6.56829	13.3358
0	0	0	0	0	0	0	0	0	0	0	0
579.198	506.916	574.506	268.546	273.046	314.616	539.63	530.026	504.668	384.021	442.693	414.264
0	1	0	0	1	0	0	0	0	1	1	0
188.7	204.054	189.867	281.292	291.687	216.121	242.878	147.409	190.508	261.959	193.118	262.735
547.624	508.956	475.676	739.245	614.892	596.543	568.981	560.92	622.493	438.895	331.314	606.27
0	1	0	0	0	1	0	1	0	0	0	0
143.588	118.545	134.301	66.5937	76.623	61	66.0027	70.3965	78.7993	22	15.2985	20
719.489	706.112	756.868	683.859	728.881	924.667	685.645	712.017	652.166	703.73	606.953	677.749
805.694	909.216	804.388	771.287	940.2	667.045	867.254	848.736	889.619	586.982	572.253	600.469
777.015	786.272	633.833	980.851	947.101	1131.06	641.406	581.443	517.964	666.094	673.358	654.199
3810.54	3994.38	3775.59	5951.73	6303.76	5606.86	4353.45	3990.33	4014.62	4675.06	4524.01	4181.77
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2070.31	2372.71	2034.69	2037.71	2320.25	1711.61	2351.38	2197.95	2143.43	2302.67	2160.2	2183.64
0.0685932	75.103	0	0	0	28.3116	2.65845	4.97333	53.189	0	0	2.52859e-07
0	0	0	0	0	0	0	0	0	0	0	0
53.7029	37.356	50.8707	66.9734	60.1555	51.9236	48.1214	44.8634	51.6617	26.9676	25.4165	27.2071
0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
11.2675	13.8543	6.16094	21.6044	22.2526	16.1879	8.92187	13.789	13.6091	6.27079	10.9679	16.2674
0	0	0	0	0	0	0	0	0	0	0	0
22.5485	2.16784	15.3421	0	11.3261	3.78866	13.7985	6.95102	13.2808	0	6.82741	9.30672
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1046.9	1056.72	1014.43	1532.42	1329.07	1616.02	1107.43	1159.5	1254.98	1218.7	1187.77	1173.2
0	0	0	0	0	0	0	0	0	0	1	0
89.6254	148.189	73.3709	132.672	110.222	97.8451	121.531	110.865	72.4071	91.8216	112.055	110.218
1	0	0	0	0	0	0	1	0	0	0	0
686.914	901.869	947.709	876.702	942.21	743.626	583.185	645.698	1000.81	1168.39	1011.02	953.574
123.925	130	123.717	66	63	55	86	89.7137	80.7952	53	41	46
12.7516	15.1387	0	0	2.27522	0	0	0	0	0	10.3094	0
172.443	124.084	150.591	151.389	128.683	205.638	168.042	141.853	135.494	189.969	157.455	151.654
177.64	193.517	201.278	252.795	358.928	290.771	363.368	308.66	339.804	438.774	414.267	428.537
107.869	133.952	140.068	69.5862	98.0594	67.3358	133.936	100.473	104.664	43.3323	59.0158	69.9831
0	2.31616	0	2.41743	0	0	0	1.31436	0	0	0	0
415.259	395.913	382.803	355.915	400.782	361.188	332.416	304.76	333.426	268.402	256.105	233.997
1	7	0	2	0	2	105.876	68.7727	96.4894	72.2803	64.9783	90.2247
68.2051	21.6939	0	25.0341	29.1053	60.3787	103.207	42.0151	38.6579	14.7294	34.7155	49.605
105.932	112.738	108.4	76.2379	99.7825	102.651	104.741	95.8256	96.4535	107.632	79.3827	84.8791
110.973	77.6683	85.8852	20.1757	26.8388	50.3489	55.2352	57.1514	67.414	20.1164	14.836	21.0665
0	0	0	0	0	0	0	0	6.02725	0	0	0
0.024988	0.0245811	0.0128946	0.0175643	0.00423711	3	0.0243462	10	4	0.00571005	0.0117947	0.0188136
164.234	227.04	257.279	129.527	209.888	114.562	134.614	190.176	137.41	179.975	79.4169	59.5777
0	3.99287	4.02376	5.23194	6.44953	11.4375	7.83578	5.37466	2.57781	5.43738	5.40348	2.70376
20.4452	23.656	15.9262	10.4025	15.7242	9.47646	6.88153	12.8213	7.50274	10.068	10.1132	10.7084
0	0	0	0	0	0	0	0	0	0	0	0
97.7551	166.278	157.192	153.72	158.954	245.685	223.08	258.894	246.96	321.258	209.986	175.353
1191.67	1232.75	1476.89	1218.28	1704.29	1687.46	832.382	758.457	917.068	1064	940.901	1071.12
184.395	174.713	208.057	288.047	285.573	309.173	315.416	314.879	275.426	564.848	615.031	512.001
82.3474	22.9057	42.7605	35.201	17.0837	44.3903	74.2048	110.114	112.185	16.5546	93.1744	116.023
11.9859	0	0	0	4.36441	9.08948	0	6.2398	0	0	2.41764	0.268881
32.9338	4.53214	0	17.3464	3.50379	19.9534	3.1781	0	8.29695	3.14577	9.07609	0
1926.64	2113.23	2131.95	921.044	1009.97	824.279	3519.6	3313.32	3286.04	2746.52	2564.43	2547.22
0.82962	0	2.26659	0	1.25538	3.84147	0	0	0	0.897427	0.728053	0
0	0	0	0	0	0	0	0	0	0	0	0
106.979	139.485	142.285	51.8296	70.4315	66.28	179.276	173.834	155.236	183.482	162.935	149.188
66	59	82	35	29	41	35	39	45	30	18	36
0	68.9663	102.33	113.177	82.3704	45.0059	39.6498	69.814	65.0936	90.4685	62.0464	80.4729
0	2	0	0	1	0	0	0	0	0	0	0
6.56267	12.9829	18.1721	22.013	5.27566	18.0285	11.8969	14.866	11.1228	18.7972	8.31893	15.6151
28	8	8	12	9	22	35	25	17	28	41	29
651.464	609.845	712.295	460.951	507.658	510.692	570.06	646.343	608.076	570.415	557.525	551.729
0	0	0	0	0	0	0	0	0	0	18.9479	0
0	0	0	0	0	0	0	0	0	0	0	0
2.3351	0	5.86946	0	1.00053	1.01049	2.55376	0	0.362503	0	0	1.00504
3924.73	4111.85	3824.86	4618.19	4636.91	4748.8	4164.45	3882.63	3926.84	4174.86	4203.11	4235.68
0	0	0	0	0	0	0	0	0	0	0	0
39.3596	21.943	36.2606	19.4049	23.8457	24.3586	20.8652	22.8751	19.4494	13.3565	14.0101	23
1	0	3	0	0	0	0	0	0	0	1	0
453.827	585.047	495.064	506.115	598.977	437.187	368.725	389.599	425.842	382.286	324.374	325.487
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
40.5283	31.4611	27.3019	60.5645	32.6654	57.4521	71.5936	40.688	44.7447	42.4319	51.3603	68.9871
55.6157	0.675558	0.122438	99.4088	146.19	51.0138	8.86094	29.9801	0.0844669	153.84	102.962	142.412
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.5	1.00026	0	0.5	0.5	0	0.5	0	0.50009	0	0	0
0	0	0	0	0	0	0	0	1.03997	2.33825	0	0
1335.39	1103.38	1025.74	1206.84	1199.55	1378.67	1156.91	1056.66	1015.12	1119.35	1165.46	1360.66
37.2256	26.8785	6.20671	21.4392	17.7199	6.39734	12.932	16.7249	0	16.7431	0.00328871	8.08147
21.9074	23.5871	43.7037	24.3946	12.5455	11.3151	39.5399	36.5827	13.7983	62.8197	39.2667	47.8583
0	0	0	0	0	0	0	0	0	0	0	0
371.635	379.048	407.623	481.084	492.876	585.614	266.555	265.017	274.744	526.203	500.946	519.229
13.4931	4.39234	0.000344229	9.9564	0	0	13.4736	7.46831	0	0	2	2
139.353	120.622	105.277	131.961	94.1723	139.752	82.3574	106.027	116.315	59.9313	79.3598	66.5956
0	0.719468	0	0	0	0	0	0	0	0	0	0
12.9048	28.3176	18.1938	4.77601	9.25137	19.6016	36.6577	23.9499	18.1766	22.6417	23.9341	31.9251
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.00011	0	0	1.00012	0	0	0	0	0	0	0	0
4964	5303.17	5126.56	6321.95	7300.71	5955.26	5337.73	5400.29	5177.46	7669	6804.97	6148.07
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1.44948e-08	0	0	0	0	0	0	0	0
487.589	499.348	502.845	390.208	353.812	385.622	508.333	547.164	442.575	396.947	340.172	357.975
29.6726	0	89.2233	0	0	57.292	29.7678	29.7201	0	29.7156	29.7224	29.7247
657.477	658.731	609.285	555.089	437.572	615.492	687.945	632.214	758.732	487.384	500.559	429.356
0	0	0	1.00029	0	0	0	0	0	0	0	0
0	0	1.0066	0	0	3.01062	0	1.01106	0	0	0	2.00683
236.261	216.141	194.522	80.1778	54.9578	95.0477	117.39	147.411	126.813	73.5322	75.8103	48.8559
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
110.398	115.542	100.535	86.6521	66.4954	47.9814	150.867	142.573	145.416	127.224	115.203	120.563
91.6214	110.624	109.925	88	104.375	94.4288	114.767	125.836	121.78	79.1059	58.684	76.7872
800.134	766.501	689.7	1042.07	819.052	1469.88	838.537	831.515	847.436	1681.92	1394.49	1455.4
150.742	162.892	181.039	197.154	282.114	262.106	225.724	178.304	217.574	319.576	283.826	302.269
1161	1099.42	1170.42	922.087	1023.83	1020.12	1050.71	1111.67	1152.66	925.387	917.983	909.909
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.15035	0	0	0	4.58418	7.9805	0
20.9068	0	19.2422	0	12.8618	12.4393	0	11.9796	15.7057	9.55654	0	0
0	0	0	0	0	0	0	0	0	0	2.79761	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	2	1	3	5	4	7	5	7
451.914	504.374	523.805	407.012	513.063	399.653	430.096	363.908	441.946	340.443	355.943	368.385
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1
194.893	189.237	140.727	356.433	310.918	325.594	227.53	263.449	240.302	290.334	259.79	248.319
1	1.28967	0	0	0	3	1.2959	1	0	2	0	3.86381
2.5602	0	0	0	0	3.59217	0	0	0	2.50019	1.22858	2.53641
4.6078	6.17666	3.60329	0	0	0	0	0	0	0	0	0
5.21738	7.29722	7.65239	17.8229	11.5531	12.8638	15.043	22.9212	19.5718	9.71073	10.53	7.80435
0	0	0	0	0	0	14.4036	0	0	0	28.0785	22.1433
3476.29	3472.41	3101	2469.95	2541.09	2278.03	3519.13	3852.25	3419.95	4104.73	3886.7	4288.69
1327.06	1384.32	1207.57	901.103	963.489	914.963	1341.45	1351.01	1168.12	710.66	736.189	753.377
29.2306	37.3863	41.4351	23.2506	21.4051	14.1741	39.6066	33.6389	28.1964	15.0677	32.1379	22.0793
0	0	4.78869	0	0	12.4877	4.33994	0	0	0	5.60504	0
2.39096	0	0	0	1	0	4.78965	0	2.39364	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5.1118	3.13779	2.52451	1.72859	0	3.34833	0	3.79859	3.18237	2.00786	3.68208	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.22433	0	0	0	0	0	0	0	0	0
267.969	297.255	278.06	304.738	284.759	257.708	259.885	263.159	293.814	342.841	340.086	339.355
0	1	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.00639	2.52158	1.5064	1.00954	0	0	0.502617	2.50115	1.50466	0.5	0.500059	1.00397
4669.36	4944.55	4216.63	5113.71	4222.26	5137.41	5289.7	5539.71	4960.51	5242.34	5066.71	4973.99
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
7.79821	10.4305	6.04156	8.53096	3.10774	5.35797	1.09121	3.40241	3.22057	2.19302	5.0075	2.0653
5	3	4.29616	2	1	2	4	14.5971	12.3384	20.271	16.1028	19
77.5501	67.4683	57.9305	36.6755	48.6922	54.5036	58.3968	69.9175	49.9051	77.1295	83.543	89.1036
0	0	0	0	0	0	0	0	0	0	0	0
4	3	2	3	7	1	5	3	6	4	1	5
6.72268	4.42368	0	0	0	0	0	0	0	3.0477	0	0
0	3.00036	1.00038	2.0003	2.00045	5.00219	4.00195	0	1.00027	5.0007	3.0014	4.00058
0	0	0	0	0	0	0	0	0	0	0	0
227	264	256	81	89	80	146	167	205	145	164	159
0	0	0	0	0	0	0	0	0	0	0	0
732.911	880.058	819.432	932.816	1108.09	938.233	797.695	807.482	866.548	1251.32	1199.1	1144.52
0	0	0	0	3	0	0	2	1	2	3	3
494.139	488.78	453.945	598.227	495.777	530.822	550.08	550.853	603.739	465.148	445.768	449.356
11.0533	16.1493	5.38888	8.0494	9.95909	6.81627	8.38324	12.4996	21.9384	6.89654	5.57893	23.0431
5	7	2	4	1	3	5	2	2	3	2	5
5.10875	3.06952	9.13631	0	2.07435	4.12665	9.45165	7.25102	9.14615	8.15198	5.86324	9.24792
0	0	0	0	0	0	0	0	0	0	0	0
0	1.00464	1.00094	0	0	0	0	0	0	0	0	1.00625
10.5464	9.53798	15.5692	1.47254	4.22895	0	8.89742	5.77688	10.1801	0	1.51318	3.55578
879.817	893.014	699.335	591.881	898.583	594.862	320.825	729.318	172.671	148.645	259.081	510.727
0	0	0	0	0	0	0	0	0	0	0	0
453.838	977.06	301.705	1114.93	1035.19	686.001	820.932	581.351	780.478	1078.95	947.601	403.998
0.143548	0	0	0.143604	0	0	0.143287	0	0.287027	0	0	0.143332
0	0	0	0	0	0	0	0	0	0	0	0
948.174	1066.61	1022.58	1287.24	1098.24	1283.19	1175.84	1082.87	1181.18	1133.49	1117.15	1015.04
230.18	249.405	209.927	207.541	196.82	196.59	254.488	345.04	306.458	281.485	250.439	242.675
112.598	120.861	190.877	213.247	207.92	188.993	168.39	144.671	227.094	370.292	172.414	185.982
0	0	0	0	0	0	0	0	0	0	0	0
230.875	226.451	242.397	212.219	224.274	221.588	217.139	199.387	195.021	192.846	223.193	175.233
114.975	113.732	128.723	108.299	123.573	119.804	111.345	103.062	114.616	76.7988	87.0068	79.5903
69.0242	24.3327	22.7932	0	43.6087	0	1.35714e-05	0.0332086	0	0	0	10.3609
0	0	0	0	0	0	0	0	0	0	0	0
0.00285481	1.53606	0	0	0	0	0	0.824248	4.26825	4.24574	0.210614	8.60369e-06
2.35056	3.23678	3.16897	3.47281	0	0	0	1.13418	0	3.44022	2.16854	0
0	0	0	0	0	0.982797	0	3	1	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1352.17	1368.98	1372.15	1352.75	1215.27	1508.43	1675.32	1507.75	1511.44	2053.95	1624.37	1929.11
0	0	0	0	0	0	0	21.263	0	0	0	0
0	0	0	17.3815	0	0	0	0	0	0	0	0
527.409	598.762	568.772	411.596	439.56	453.415	480.28	500.124	478.464	560.957	601.671	573.417
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1
105.524	67.6708	67.9128	205.32	153.154	315.587	157.804	177.544	176.372	327.088	331.904	366.343
339.947	274.99	554.316	185.409	153.921	130.491	117.3	107.059	0.0217264	77.6646	7.47443e-07	305.203
7.10603	20.1844	12.2308	41.1602	34.8909	25.2794	6.3523	10.5662	20.6979	13.7716	8.98107	21.3975
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	0	0	1
1430.21	1709.41	2045.95	1020.9	1423.43	962.381	1569.12	1531.89	1404.08	1749.65	1448.18	1699.84
0	0	4.30721	0	0	0	0	0	9.93137	0	6.08701	0
0	0	0	20.8785	25.7047	21.2781	7.88356	2.34636e-07	0.000208347	12.1516	1.64636e-05	61.2709
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.125	0
0	0	0	0	0	0	0	0	0	0	0	0
71.0275	54.3323	53.658	70.7032	64.1735	64.6603	53.8177	90.0648	66.62	67.3499	63.9182	57.9167
0	0	0	0	0	0	2.57375e-05	0	0	0	0	0
782.438	768.38	710.791	666.966	618.205	664.57	777.454	733.244	733.244	654.186	663.877	653.834
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2302.29	2434.36	2267.98	3317.47	3957.56	3377.87	2789.5	2454.08	2546.84	4046.66	4279.01	4243.12
78.4662	62.9814	75.7063	21.759	8.71838	49.1651	33.7556	38.3791	23.3027	22.5325	44.6194	12.5897
0	0	0	0	0	0	0	12.745	0	0	0	0
157.251	245.923	198.133	107.611	235.533	132.255	130.443	321.178	208.021	166.767	70.9999	230.023
4.09559	4.8855	0	2.10512	1.87644	5.62309	1.07863	0	4.33866	3.47915	3.75319	7.94033
0	0	0	0	0	0	0	0	0	0	0	0
426.145	457.681	399.934	579.886	408.099	514.298	511.092	562.36	520.471	505.261	422.519	364.9
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	1	0	0	1	0	0
413.582	440.847	426.704	361.235	304.638	382.372	506.066	516.134	500.919	350.637	381.326	358.969
2759.07	2852.56	2678.72	2911.78	2280.74	2612.71	2080.66	2220.35	2012.29	1868.88	1854.05	1837.36
1	1.00013	1	1	1	0	0	2	1	0	1	0
1504.4	1402.73	1312.55	1699.82	1647.61	1902.81	1817.38	1603.68	1659.41	2078.03	2062.49	2190.22
0	0	0	0	0	0	0	0	0	0	0	0
3.64345	0	0	0	0	0	4.13645	0	0	0	1.67898	0
0	0.122151	0	0	0	0	0.155144	0.246948	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.44259	0	0	0	0	0	0	0	0	0	0	0
555.365	672.073	616.053	590.722	683.28	526.185	674.187	626.015	529.043	673.477	622.595	585.306
1209.18	1302.73	1282.24	1329.86	1372.08	1269.55	1660.81	1560.83	1498.76	1365.22	1335.71	1361.16
242.429	223.06	210.747	200.579	203.227	194.048	243.365	237.84	266.625	160.291	104.052	162.442
53.809	37.0123	21.9946	60.4574	37.8278	53.1577	15.5352	44.0704	44.5354	15.7642	29.6256	42.1252
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
84.2879	82.8279	27.3476	12.0119	8.95767	0	73.238	20.9053	60.6069	36.0736	48.014	42.3898
16.3538	13.1401	23.1372	1.00374	0	2.00867	3.30852	8.01992	10.0332	5.10307	2.00688	4.01321
9.00445	0	0	0	0	0	9.5385	7.53377	0	26.4777	5.54609	5.67459
15.4828	28.2948	8.11339	15.5012	19.3628	14.9273	17.7945	22.43	14.831	30.6129	48.787	32.9284
0	0	0	0	0	0	0	0	0	0	0	0
1342.92	1333.11	1243.24	1454.41	1467.27	1515.61	1300.91	1214.33	1224.41	1040.31	1119.38	1008.16
0	0	0	0	0	0	0	0.418218	0	0.00048065	0	0
569.703	548.547	533.919	792.326	708.498	1014.68	519.694	566.694	620.37	754.827	856.637	799.421
133.318	266.741	249.282	199.219	361.13	300.222	217.614	196.843	157.609	245.734	202.079	263.001
0	0	11.6387	0	0.191313	2.40977	1.36429	9.45483	4.29725	0	12.746	15.9302
0	0	2	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.00154	0	0	0	0	0	0	0	0	0	0	0
257.859	132.729	103.941	112.055	108.536	174.221	191.776	148.566	188.26	118.629	119.488	106.266
2474.62	2912.7	2731.08	3356.62	3654.9	2965.15	2831.45	2738.39	2589.23	2522.76	2629.1	2489.12
255.205	0.0152142	122.542	104.06	325.498	228.1	0.128778	0.0352551	86.0625	0.00361523	64.4335	90.0225
69.701	49.9353	8.71867e-06	49.6809	43.0455	107.66	105.472	38.8088	1.40687e-06	135.299	1.79262e-06	60.9065
45.2954	42.2644	28.9767	29.263	28.7183	27.1808	53.7086	34.3409	31.5147	28.2064	28.3531	33.3658
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
820.095	898.461	769.876	818.765	747.851	684.706	805.64	827.056	768.825	584.172	574.086	620.023
5.73571	33.9996	22.7145	17.7759	42.7135	40.1993	19.0082	30.4496	19.9883	33.5475	44.3834	63.12
0	0	0	0	1.02201	0	0	0	0	0	0	0
2.02499	5.07203	3.71731	6.47033	12.1454	4.26821	4.06355	6.38526	3.18029	6.70615	4.30906	6.38229
0	0	0	6.74313	0	3.31446	7.22637	2.64128	7.34378	3.75043	7.63769	1.62716
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
65.9921	64.264	78.566	53.4227	101.559	34.5352	52.5904	71.9041	94.2045	75.9698	81.7422	61.241
0	0	0	0	0	0	0.0402513	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1479.91	1654.55	1424.12	1389.66	1639.62	1381.32	1150.49	1004.73	956.326	1050.82	1070.7	1035.48
0	0	0	9.4891	2.30703	0	0	0	0	6.1605	0	36.227
0	0	0.248621	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	1	0	0	0	0	0
2.69097	0	0	0	0	0	2.36186	2.01991	0	2	0	3
1	2.00005	1.00001	0	0	0	2.55848	3.21083	4.00003	2.00002	2.00001	4.00003
72.0508	77.4857	71.9455	32.2217	39.626	36.2579	58.0866	48.9648	51.5876	57.2859	42.0101	39.3747
12.0886	0	6.00335	6.31921	7.4502	7.906	2.32509	7.17273	12.1381	3.79026	4.69811	7.07733
2	0	1	1	0	0	1	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0
1	1	1.5	1.17691	0	2	0.588948	1	1	1	0.5	0
1210.76	1229.69	1359.53	1124.39	1350.26	1020.31	1233.92	1260.93	1135.72	1074.81	1036.49	1022.96
0	0	0	1.03577	0	0	0	1.67332	0	0	0	0
362.121	305.266	325.459	289.263	298.424	455.162	290.436	232.749	350.825	413.308	420.641	383.041
0	0	0	0	1.00033	0	0.101687	1.00055	1.00102	2.0004	0	0.480045
690.234	664.094	613.608	834.868	667.718	859.394	657.264	687.945	658.736	600.398	643.418	589.139
243.743	244.245	271.272	240.474	373.381	209.856	300.679	312.895	250.003	389.118	351.22	387.228
0	0	0	0	0	0	0	0	0	0	0	0
